"Country or Area","Year","Value","Value Footnotes","Unit"
"Malaysia","2013","783410.375","","tonnes"
"Malaysia","2012","817562.375","","tonnes"
"Malaysia","2011","1091710.5","","tonnes"
"Malaysia","2010","1040159.1875","","tonnes"
"Malaysia","2009","1705308","","tonnes"
"Malaysia","2008","1304898.75","","tonnes"
"Malaysia","2007","1138839.5","","tonnes"
"Malaysia","2006","1103457","","tonnes"
"Malaysia","2005","548916.125","","tonnes"
"Malaysia","2004","469584.0625","","tonnes"
"Malaysia","2003","460865.75","","tonnes"
"Malaysia","2002","460866.59375","","tonnes"
"Malaysia","2001","420198","","tonnes"
"Malaysia","2000","344550.34375","","tonnes"
"Malaysia","1999","540152.5","","tonnes"
"Malta","2014","438","","tonnes"
"Malta","2012","502","","tonnes"
"Malta","2010","437","","tonnes"
"Malta","2008","327","","tonnes"
"Malta","2006","0","","tonnes"
"Malta","2004","0","","tonnes"
"Martinique","2013","8795","15","tonnes"
"Martinique","2010","8525","","tonnes"
"Martinique","2008","3756","10","tonnes"
"Mauritius","2015","4734.63623046875","","tonnes"
"Mauritius","2014","3427.150390625","","tonnes"
"Mauritius","2013","3156.3076171875","","tonnes"
"Mauritius","2012","2798.2099609375","","tonnes"
"Mauritius","2011","2860.39990234375","","tonnes"
"Mauritius","2010","2823.65991210938","","tonnes"
"Mauritius","2009","3435.44995117188","","tonnes"
"Mauritius","2008","2811.67993164063","","tonnes"
"Mauritius","2007","3980","","tonnes"
"Mauritius","2006","22","","tonnes"
"Mauritius","2005","107","","tonnes"
"Mauritius","2004","48","","tonnes"
"Mauritius","2003","71","","tonnes"
"Monaco","2015","284.540008544922","","tonnes"
"Monaco","2014","268.5","","tonnes"
"Monaco","2013","261.739990234375","","tonnes"
"Monaco","2012","0","","tonnes"
"Monaco","2011","0","","tonnes"
"Monaco","2010","0","","tonnes"
"Monaco","2009","0","","tonnes"
"Monaco","2008","0","","tonnes"
"Monaco","2007","0","","tonnes"
"Monaco","2006","0","","tonnes"
"Monaco","2005","0","","tonnes"
"Monaco","2004","0","","tonnes"
"Monaco","2003","0","","tonnes"
"Monaco","2002","0","","tonnes"
"Monaco","2001","0","","tonnes"
"Monaco","2000","0","","tonnes"
"Monaco","1999","0","","tonnes"
"Monaco","1998","0","","tonnes"
"Monaco","1997","0","","tonnes"
"Monaco","1996","0","","tonnes"
"Monaco","1995","0","","tonnes"
"Monaco","1990","0","","tonnes"
"Netherlands","2014","4483340","","tonnes"
"Netherlands","2012","4456188","","tonnes"
"Netherlands","2010","3798514","","tonnes"
"Netherlands","2008","4032092","","tonnes"
"Netherlands","2006","4595694","","tonnes"
"Netherlands","2004","1810306","","tonnes"
"Niger","2005","554000","","tonnes"
"Niger","2004","503000","","tonnes"
"Norway","2014","1566241","","tonnes"
"Norway","2012","1013027","","tonnes"
"Norway","2010","1560099","","tonnes"
"Norway","2008","1337680","","tonnes"
"Norway","2006","1256645","","tonnes"
"Norway","2004","1010921","","tonnes"
"Panama","2011","3094.69995117188","","tonnes"
"Panama","2010","3037.10009765625","","tonnes"
"Panama","2009","2338.30004882813","","tonnes"
"Panama","2008","1682.91003417969","","tonnes"
"Panama","2007","1181.86999511719","","tonnes"
"Panama","2006","1775.17004394531","","tonnes"
"Panama","2005","1547.10998535156","","tonnes"
"Panama","2004","1509.92004394531","","tonnes"
"Panama","2003","1689.53002929688","","tonnes"
"Panama","2002","1363.67004394531","","tonnes"
"Panama","2001","763.570007324219","","tonnes"
"Panama","2000","281.410003662109","","tonnes"
"Panama","1999","290.5","","tonnes"
"Panama","1995","217.933242797852","","tonnes"
"Panama","1990","173.172698974609","","tonnes"
"Philippines","2015","1229633.5","","tonnes"
"Philippines","2014","913597.8125","","tonnes"
"Philippines","2013","6616669.5","","tonnes"
"Philippines","2012","1894845","","tonnes"
"Philippines","2011","6223840","","tonnes"
"Philippines","2010","548094","","tonnes"
"Philippines","2009","2807165","","tonnes"
"Philippines","2007","1080643","","tonnes"
"Philippines","2006","11809898","","tonnes"
"Philippines","2005","10665520","","tonnes"
"Philippines","2004","786099","","tonnes"
"Philippines","2003","2308258","","tonnes"
"Philippines","2002","328382","","tonnes"
"Philippines","2001","24722.19921875","","tonnes"
"Philippines","2000","308157","","tonnes"
"Poland","2014","1876577","","tonnes"
"Poland","2012","1434985","","tonnes"
"Poland","2010","1577966","","tonnes"
"Poland","2008","1624573","","tonnes"
"Poland","2006","2277779","","tonnes"
"Poland","2004","1575748","","tonnes"
"Portugal","2014","175169","","tonnes"
"Portugal","2012","193394","","tonnes"
"Portugal","2010","310104","","tonnes"
"Portugal","2008","289216","","tonnes"
"Portugal","2006","3363875","","tonnes"
"Portugal","2004","1898715","","tonnes"
"Republic of Moldova","2015","1254","","tonnes"
"Republic of Moldova","2014","1289","","tonnes"
"Republic of Moldova","2013","1512","","tonnes"
"Republic of Moldova","2012","1007","","tonnes"
"Republic of Moldova","2011","1273","","tonnes"
"Republic of Moldova","2010","964","","tonnes"
"Republic of Moldova","2009","1593","","tonnes"
"Republic of Moldova","2008","1874","","tonnes"
"Republic of Moldova","2007","3562","","tonnes"
"Republic of Moldova","2006","1607","","tonnes"
"Republic of Moldova","2005","1211","","tonnes"
"Republic of Moldova","2004","2220","","tonnes"
"Republic of Moldova","2003","3936","","tonnes"
"Republic of Moldova","2002","3140","","tonnes"
"Republic of Moldova","2001","1902","","tonnes"
"Republic of Moldova","2000","2375","","tonnes"
"Republic of Moldova","1999","2456","","tonnes"
"Republic of Moldova","1998","2233","","tonnes"
"Republic of Moldova","1997","1650","","tonnes"
"Republic of Moldova","1996","2138","","tonnes"
"Republic of Moldova","1995","1991","","tonnes"
"Republic of Moldova","1990","191575","","tonnes"
"Réunion","2013","6636","9","tonnes"
"Réunion","2000","9786","","tonnes"
"Réunion","1997","7760","","tonnes"
"Romania","2014","500394","","tonnes"
"Romania","2012","620287","","tonnes"
"Romania","2010","431080","","tonnes"
"Romania","2008","259924","","tonnes"
"Romania","2006","867602","","tonnes"
"Romania","2004","1697100","","tonnes"
"Saint Lucia","2015","2371","","tonnes"
"Saint Lucia","2014","2342","","tonnes"
"Saint Lucia","2013","1354","","tonnes"
"Saint Lucia","2012","63","","tonnes"
"Saint Lucia","2011","70","","tonnes"
"Saint Lucia","2010","146","","tonnes"
"Saint Lucia","2009","175","","tonnes"
"Saint Lucia","2008","64","","tonnes"
"Saint Lucia","2007","90","","tonnes"
"Saint Lucia","2006","115","","tonnes"
"Saint Lucia","2005","48","","tonnes"
"Saint Lucia","2004","173","","tonnes"
"Saint Vincent and the Grenadines","2002","0.150000005960464","","tonnes"
"Senegal","1999","81957","","tonnes"
"Serbia","2015","16558589","","tonnes"
"Serbia","2014","13493549","","tonnes"
"Serbia","2013","16560253","","tonnes"
"Serbia","2012","14429107","","tonnes"
"Serbia","2011","12801404","","tonnes"
"Serbia","2010","11181849","","tonnes"
"Serbia","2009","10070112","","tonnes"
"Serbia","2008","8392001","","tonnes"
"Slovakia","2014","201819","","tonnes"
"Slovakia","2012","199393","","tonnes"
"Slovakia","2010","223808","","tonnes"
"Slovakia","2008","355772","","tonnes"
"Slovakia","2006","367801","","tonnes"
"Slovakia","2004","439390","","tonnes"
"Slovenia","2014","91696","","tonnes"
"Slovenia","2012","73702","","tonnes"
"Slovenia","2010","100898","","tonnes"
"Slovenia","2008","116326","","tonnes"
"Slovenia","2006","87308","","tonnes"
"Slovenia","2004","99042","","tonnes"
"Spain","2014","2321536","","tonnes"
"Spain","2012","2420583","","tonnes"
"Spain","2010","2743636","","tonnes"
"Spain","2008","3362069","","tonnes"
"Spain","2006","3722628","","tonnes"
"Spain","2004","3667222","","tonnes"
"State of Palestine","2014","4572","16","tonnes"
"State of Palestine","2012","4512","16","tonnes"
"State of Palestine","2010","4080","16","tonnes"
"State of Palestine","2009","14422.7998046875","16","tonnes"
"State of Palestine","2008","11886","16","tonnes"
"State of Palestine","2007","8466","16,17","tonnes"
"State of Palestine","2006","5113.2001953125","16","tonnes"
"State of Palestine","2005","5674.7998046875","16","tonnes"
"State of Palestine","2004","4570.7998046875","16","tonnes"
"State of Palestine","2003","6151.2001953125","16","tonnes"
"State of Palestine","2000","5016","18","tonnes"
"Sweden","2014","1092814","","tonnes"
"Sweden","2012","1123393","","tonnes"
"Sweden","2010","769746","","tonnes"
"Sweden","2008","996222","","tonnes"
"Sweden","2006","653046","","tonnes"
"Sweden","2004","1167606","","tonnes"
"Syrian Arab Republic","2003","46","","tonnes"
"The former Yugoslav Republic of Macedonia","2014","71.995002746582","19","tonnes"
"The former Yugoslav Republic of Macedonia","2012","686015.9375","","tonnes"
"The former Yugoslav Republic of Macedonia","2010","729896.6875","","tonnes"
"The former Yugoslav Republic of Macedonia","2008","6201.60009765625","","tonnes"
"Tunisia","2002","150200","","tonnes"
"Tunisia","2001","151000","","tonnes"
"Turkey","2014","6487595","","tonnes"
"Turkey","2012","3571001","","tonnes"
"Turkey","2010","3193647","","tonnes"
"Turkey","2008","1163682","","tonnes"
"Turkey","2006","64704","","tonnes"
"Turkey","2004","1230874","","tonnes"
"Ukraine","2015","399711.90625","","tonnes"
"Ukraine","2014","417340.90625","","tonnes"
"Ukraine","2013","557167.875","","tonnes"
"Ukraine","2012","702153.625","","tonnes"
"Ukraine","2011","751699.8125","","tonnes"
"Ukraine","2010","965558.5","","tonnes"
"Ukraine","2009","1175756.25","","tonnes"
"Ukraine","2008","2022268.375","","tonnes"
"Ukraine","2007","2062766.125","","tonnes"
"Ukraine","2006","1968905.5","","tonnes"
"Ukraine","2005","1885094.875","","tonnes"
"Ukraine","2004","1956226.875","","tonnes"
"Ukraine","2003","2124031.5","","tonnes"
"Ukraine","2002","2436570.75","","tonnes"
"Ukraine","2001","2944206.75","","tonnes"
"Ukraine","2000","2150033.25","","tonnes"
"Ukraine","1999","2038508.5","","tonnes"
"Ukraine","1998","2365007","","tonnes"
"Ukraine","1997","3242961","","tonnes"
"Ukraine","1996","3050890.75","","tonnes"
"Ukraine","1995","3396433.25","","tonnes"
"United Arab Emirates","2015","309029.40625","","tonnes"
"United Arab Emirates","2014","358893.46875","","tonnes"
"United Arab Emirates","2013","304699.25","","tonnes"
"United Arab Emirates","2012","341423.15625","","tonnes"
"United Arab Emirates","2011","343974.28125","","tonnes"
"United Arab Emirates","2010","324553","","tonnes"
"United Arab Emirates","2009","284332","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2014","2762524","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2012","2672513","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2010","1894735","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2008","3313993","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2006","3425653","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2004","4734457","","tonnes"
"United Republic of Tanzania","2015","53.3499984741211","20","tonnes"
"United Republic of Tanzania","2014","54.6839981079102","20","tonnes"
"United Republic of Tanzania","2013","53.0950012207031","20","tonnes"
"United Republic of Tanzania","2012","49.1300010681152","21","tonnes"
"United Republic of Tanzania","2011","46.1650009155273","21","tonnes"
"United Republic of Tanzania","2010","44.0320014953613","21","tonnes"
"United Republic of Tanzania","2009","35.560001373291","21","tonnes"
"United Republic of Tanzania","2008","32.9650001525879","21","tonnes"
"United Republic of Tanzania","2007","6.44999980926514","21","tonnes"
"United Republic of Tanzania","2006","5.51999998092651","21","tonnes"
"United Republic of Tanzania","2005","5.40000009536743","21","tonnes"
"United Republic of Tanzania","2004","4","21","tonnes"
"United Republic of Tanzania","1990","14.1000003814697","21","tonnes"
"Zambia","2005","80000","","tonnes"
"Zambia","2000","49800","","tonnes"
"Zimbabwe","2015","146.75","22","tonnes"
"Zimbabwe","2014","10.5","23","tonnes"
"Zimbabwe","2013","11.1800003051758","23","tonnes"
"Zimbabwe","2012","37356.87890625","24","tonnes"
"Zimbabwe","2011","47023.69921875","24","tonnes"
"Zimbabwe","2010","45536.69921875","24","tonnes"
"Zimbabwe","2009","40975.6484375","24","tonnes"
"Zimbabwe","2008","20286.650390625","24","tonnes"
"Zimbabwe","2007","25099.619140625","24","tonnes"
"Zimbabwe","2006","24368.599609375","24","tonnes"
"Zimbabwe","2005","23184.599609375","24","tonnes"
"Zimbabwe","2004","21924.580078125","24","tonnes"
"Zimbabwe","2003","19303","25","tonnes"
"Zimbabwe","2002","20532","25","tonnes"
"Zimbabwe","2001","22212.19921875","25","tonnes"
"Zimbabwe","2000","21640.30078125","25","tonnes"

"fnSeqID","Footnote"
"1","Basel Convention: Y1-Y45."
"2","Classification of waste by classes of hazard is done in accordance with the relevant legislation of RA and the Classifier, which was last amended in 2010. That's why the indicators for the years preceding 2010 and the years following 2010 are not compatible."
"3","The figures partially consider utilization or disposal of waste accumulated during previous years. Besides, hazardous waste treated or disposed during the year includes hazardous waste exported during the year."
"4","Waste from hospitals only."
"5","Estimated data."
"6","Data is based on amount of Clinical waste disposed off at the landfill site through incineration. It is for seven landfills located in the most populated centres in the country."
"7","Statistical coverage has broadened from industrial and daily living sources to the following five parts: industrial, agricultural, urban living, motor vehicles and centralized pollution treatment facilities."
"8","Hazardous waste treated or disposed of during the year does not include the amount of hazardous waste being exported for recycling (=6+7+9+10-4)"
"9","The waste can be treated in a different French department than the one that produced the waste."
"10","Partial total."
"11","Break in time series."
"12","The clear difference between the data for 2010 and 2011 is that in 2010 phosphosphosom was classified as a liquid chemical and this classification was adjusted in 2011 to be in line with what is on the ground as this substance is disposed of in its solid form. This is the same for 2008 data."
"13","Phosphogypsum regarded as solid waste and included in the estimate."
"14","Only data related to pharmaceutical wastes are available for the year 1998."
"15","The waste can be treated in a different French department than the one that produced the waste."
"16","Data refer to health care centers waste taken from the Environmental Survey for Health Care Centers."
"17","Not including data from the private sector healthcare centers."
"18","Data refer to waste from health care private centres taken from the Medical Environmental Survey."
"19","A new method of data collection was used, and also the response rate was lower, so these are the reasons why data are much lower than in previous years. The data are collected in tonnes."
"20","Data refer to Dodoma, Mbeya and Songea only."
"21","Data refer to Dodoma and Mbeya only."
"22","Data refer to Beitbridge, Bulawayo and Plumtree only."
"23","Data refer to Plumtree only."
"24","Date refer to Harare and Plumtree only."
"25","Data refer to city of Harare."
